Marque,Prix,Localisation,Date_publication,Modèle,Année,Kilométrage,Carburant,Boîte vitesse,Puissance fiscale,Nombre de portes,Description
Citroen,37 500 TND,,,C4 II,2018,111 000 km,Essence,Manuelle,6 CV,5,"???? A VENDRE : Citroen C4 Essence Turbo ????

???? Modele : 2018
???? Age : 8 ans
???? Kilometrage : 111.000 km (faible)
???? Moteur : 1.2 Turbo  6CV  110 ch
???? Consommation : tres economique (5.2L/100 km)

 Equipements principaux :

Phares LED

Systeme Start/Stop

Aide au demarrage en cote (Hill Start Assist)

Ouverture/Fermeture sans cle (cle en poche)

Climatisation Bi-zone

Retroviseurs rabattables electriquement

Radar de recul + Ecran tactile

Regulateur & Limiteur de vitesse

Appl..."
Citroen,25 000 TND,,,JUMPY,2015,442 000 km,Diesel,Manuelle,5 CV,3,Bonne etat en general le moteur necessite une revision
Citroen,24 000 TND,,,C4 PICASSO,2009,318 000 km,Diesel,Automatique,6 CV,5,C4 Picasso ndhyfa w familiale . Des roues jdod mechyn aqal min 3am toutes options.
Citroen,5 300 TND,,,AX,1989,300 000 km,Essence,Manuelle,4 CV,5,Citroen ax moteur junior impeccable dahna jdida faible consommation
Citroen,6 000 TND,,,C15,1992,25 km,Diesel,Manuelle,6 CV,3,Awra9ha mouch 5alsa ama moteur machlah ndhifa mta3 khedma
Citroen,65 000 TND,,,C4 PICASSO II,2014,230 000 km,Diesel,Manuelle,6 CV,5," Modele : Citroen C4 Picasso Business 7 places  Boite de vitesses : Manuelle 6 rapports  Points forts : Monospace 7 places confortable et economique, ideal pour famille ou grands trajets. camera de recul et nombreuses aides a la conduite. Vehicule entretenu avec soin, propre, fiable et tres fonctionnel.  Options et equipements principaux :  Design exterieur :  Feux de jour LED  Radar de stationnement arriere  Camera de recul  Jantes alliage  Interieur & confort :  Configuration..."
Citroen,55 000 TND,,,C3,2021,140 000 km,Diesel,Manuelle,5 CV,5,Opportunites
Citroen,20 000 TND,,,C3,2008,277 km,Essence,Manuelle,4 CV,5,C3 phase 2
Citroen,32 000 TND,,,C4 II,2014,156 000 km,Essence,Manuelle,6 CV,5,Non disponible
Citroen,29 500 TND,,,C5,2011,210 000 km,Essence,Automatique,9 CV,5,"???? A Vendre : Citroen C5 Phase 3 - 1.6 THP Exclusive - 2011  9 CV

???? Localisation : Manouba
???? Annee : 2011
???? Finition : Exclusive (haut de gamme)
 Carburant : Essence
 Boite de vitesses : Automatique
???? Kilometrage : 210 000 km
???? Puissance fiscale : 9 CV
???? Carte grise en regle
???? Entretien a jour  aucun frais a prevoir



???? Motorisation & Technique
 Moteur essence 1.6 THP  156 chevaux, concu en partenariat avec BMW (meme base que MINI Cooper S, BMW 116i, etc.)
 ..."
Citroen,Prix non specifie,,,C3 PLURIEL,2009,230 km,Essence,Automatique,7 CV,3,Voiture zero masrouf kol chay fiha ye5dem les interesses contactez moi sur mon numero
Citroen,25 000 TND,,,DS4,2012,196 952 km,Diesel,Manuelle,6 CV,5,Kalamni tw ntfehmo
Citroen,38 000 TND,,,C3,2019,105 000 km,Essence,Automatique,6 CV,5,Boite Auto
Citroen,30 TND,,,AUTRE,2019,164 km,Essence,Manuelle,5 CV,5,Bon etat c Elysee
Citroen,28 000 TND,,,AUTRE,2013,181 000 km,Essence,Manuelle,4 CV,5,"Citroen c Elysee 1ere main conduite par dame, tres bon etat 181000 km"
Citroen,39 000 TND,,,C4 CACTUS,2018,80 km,Essence,Manuelle,5 CV,5,"Particulier vend C4 CATUS Phase 2, toutes options, en excellent etat, faible kilometrage, Essence 5cv, conduite par une femme"
Citroen,11 500 TND,,,SAXO,1999,300 km,Essence,Manuelle,5 CV,5,"Citroen Saxo phase 1 5cv (moteur junior)
Semi injection ????????
en bon etat 
Tout papier en regle 
Visite technique jusquau juillet 2026????
Bien entretenu 
4 roues presque neuves 
Consommation essences parfaite 
Numero telephone  
????Douz, kebili"
Citroen,36 TND,,,C3 II,2018,195 km,Essence,Manuelle,4 CV,5,Non disponible
Citroen,35 000 TND,,,C4,2018,10 000 km,Essence,Automatique,7 CV,5,Non disponible
Citroen,123 TND,,,C3,2019,70 000 km,Diesel,Manuelle,5 CV,5,Vendre
Citroen,39 TND,,,C4 CACTUS,2018,116 km,Essence,Manuelle,5 CV,5,a vendre
Citroen,20 000 TND,,,C3,2009,157 000 km,Essence,Manuelle,4 CV,5,"Voiture Citroen C3 modele francais, essence , annee de circulation 2009 , climatise, mechiya 157000 km, vitres electriques pour plus de details contacter
 ."
Citroen,Prix non specifie,,,BERLINGO,2020,142 916 km,Diesel,Manuelle,6 CV,5,"Citroen Berlingo importe dAllemagne  Etat neuf
Premiere immatriculation en Tunisie avec carte grise tunisienne.
Tout option, tout assiste, kilometrage : 142916 km.
Vehicule en excellent etat
???? Contact : 96 226 898"
Citroen,32 TND,,,BERLINGO,2015,495 km,Diesel,Manuelle,5 CV,5,Non disponible
Citroen,29 000 TND,,,C4,2012,0 km,Essence,Manuelle,6 CV,5,Tres bonne etat
Citroen,210 000 TND,,,C3,2009,157 000 km,Essence,Manuelle,4 CV,5,"Voiture Citroen C3 modele francais, essence , annee de circulation 2009 , climatise, mechiya 150000 km, vitres electriques pour plus de details contacter
 ."
Citroen,210 000 TND,,,C3,2009,157 000 km,Essence,Manuelle,4 CV,5,"Citroen C3 modele francais, essence , annee de circulation 2009 , climatise, mechiya 150000 km, vitres electriques pour plus de details contacter
 ."
Citroen,21 000 TND,,,C3,2009,150 000 km,Essence,Manuelle,4 CV,5,Non disponible
Citroen,42 000 TND,,,DS5,2015,152 000 km,Essence,Automatique,9 CV,5,A vendre ds5 toute options en bonne etat toute options boite automatique 9cv toit panoramique
Citroen,1 TND,,,BERLINGO,2009,241 000 km,Essence,Manuelle,6 CV,5,"Birlingo 05 places essence direction assiste, climatise 04 routes neuves et peinture d'origine tel"
Citroen,31 500 TND,,,BERLINGO,2015,295 999 km,Diesel,Manuelle,5 CV,3,"Berlingo b9 premiere main, annee 2016.Vitres electriques, fermeture centralisee, direction assistee.
296000km. Excellent etat. Etat dorigine et non accidentee. Contact"
Citroen,27 TND,,,C3,2016,108 000 km,Essence,Manuelle,5 CV,5,Non disponible
Citroen,40 000 TND,,,C3,2019,100 000 km,Essence,Manuelle,4 CV,5,Non disponible
Citroen,50 000 TND,,,BERLINGO,2022,100 000 km,Diesel,Manuelle,5 CV,3,Berlingo k9 2022 interieur neuf 4 pneus neuf 0 masrouf jamais accidente
Citroen,17 000 TND,,,C4,2008,280 km,Diesel,Manuelle,6 CV,3,"citroen c4 2 porte modele 2008 6cv diesel 1.6 hdi
282.000
contacter  je repond au telephone seulement"
Citroen,15 000 TND,,,JUMPY,1996,550 994 km,Diesel,Manuelle,7 CV,5,Une Voiture de circulation avec tout papier reglo (assurance; vignette 2025 ; visite technique)
Citroen,65 000 TND,,,JUMPER,2019,160 km,Diesel,Manuelle,9 CV,5,Citroen Jumper III en tres bon etat toutes options presque neuf 7 places
Citroen,58 000 TND,,,BERLINGO,2021,90 000 km,Diesel,Manuelle,5 CV,3,  
Citroen,64 TND,,,C4 CACTUS,2021,139 km,Diesel,Manuelle,5 CV,5,Non disponible
Citroen,47 000 TND,,,C4 CACTUS,2020,125 000 km,Essence,Manuelle,6 CV,5,Opportunite C4 cactus importe de France le 08/05/2025 Tres belle voiture tres bien entretenu Tres bien equipe en options : 6 Haut parleurs ABS Accoudoir central AV avec rangement Aide au demarrage en cote Aide au freinage d'urgence Airbag conducteur Airbag passager Airbag passager deconnectable Airbags lateraux avant Airbags rideaux Allumage des phares automatique Appui-tete conducteur reglable hauteur Appui-tete passager reglable en hauteur Arret et redemarrage auto. du moteur Banquette 1/3-2/3...
Citroen,25 000 TND,,,C5 II,2009,342 000 km,Diesel,Manuelle,6 CV,5,moteur et avant train jded. be soin de qque reparations
Citroen,370 000 TND,,,C3,2019,85 000 km,Essence,Manuelle,4 CV,5,Non disponible
Citroen,45 000 TND,,,C5 TOURER,2016,217 000 km,Diesel,Manuelle,7 CV,5,"Voiture en excellent etat importe de Belgique premiere main tres bien (full option) cuir, gps, bluetooth.... moteur 2.0HDI !! Tres robuste avec consommation reduite.pour plus de renseignements contactez monsieur sahbi au ."
Citroen,30 000 TND,,,C4,2014,260 000 km,Essence,Manuelle,6 CV,5,Non disponible
Citroen,35 800 TND,,,C3,2019,116 000 km,Essence,Manuelle,4 CV,5,"Peinture d'origine, jamais accidentee
 Volants Multifonction
 Radar AR
 Retroviseurs Electriques
 Regulateur de vitesse
 Bluetooth etc"
Citroen,27 000 TND,,,C4,2012,241 000 km,Essence,Manuelle,6 CV,5,"Voiture en bon etat tres bien entretenue sauf quelques rayures en tole.
4 Vitres electriques
Regulateur de vitesse
Limiteur de vitesse
Climatisee
Bleutooth
Poste cd
Cle usb
4 Jantes en aluminiums
Pneus en bon etat
Carnet d'entretien manuscrit depuis 100,000 km"
Citroen,33 500 TND,,,C3 II,2019,117 369 km,Essence,Manuelle,4 CV,5,"Je mets en vente ma Citroen C3, annee 2019, en tres bon etat."
Citroen,27 500 TND,,,C4,2013,185 000 km,Essence,Manuelle,6 CV,5,"Voiture Citroen C4 phase2 essence annee 2013 en bonne etat, ttes options."
Citroen,34 000 TND,,,BERLINGO,2016,239 000 km,Diesel,Manuelle,5 CV,3,Citroen berlingo en tres bonne etat et premiere main. Cause de vente : depart a letranger
Citroen,2 100 000 TND,,,C3,2006,200 000 km,Essence,Manuelle,5 CV,5,A vendre citroen c3 en excellent etat
Citroen,Prix non specifie,,,C5,2002,3 030 000 000 km,Diesel,Manuelle,6 CV,5,a vendre Citroen c5 diesel 2002
Citroen,Prix non specifie,,,C5,2002,0 km,Diesel,Manuelle,6 CV,5,a vendre Citroen c5 diesel 2002
Citroen,Prix non specifie,,,C5,2002,0 km,Diesel,Manuelle,6 CV,5,a vendre Citroen c5 diesel 2002
Citroen,27 500 TND,,,DS3,2011,223 000 km,Essence,Manuelle,5 CV,3,"CITROEN DS3 BVM

???? DPMC : 05 / 2011

???? PUISSANCE FISCALE : 5CV

???? CYLINDREE ; 1.4 LITRES

???? CARROSSERIE : 2 PORTES

???? KILOMETRAGE : 223000 KM

???? NOMBRE DE CYLINDRES ( MOTEUR ) : 4

???? OPTIONS ET EQUIPEMENTS : SELLERIE CUIR NOIR : JANTES ALUMINIUM. CLIMATRONIC. ORDINATEUR DE BORD. AIRBAGS LATERAUX ET FRONTAUX, ESP . ABS . DIR ASSIST. FC. FEUX DE JOUR A LED. ET PLEIN D'AUTRES OPTIONS

???? ETAT GENERAL : BON ETAT

PRIX DEMANDE ???????????? :28000 TND LEGEREMENT

NEGOCIABLE

???..."
Citroen,26 500 TND,,,C3,2011,230 000 km,Essence,Manuelle,5 CV,5,Citroen c3 presque neuf .. Peinture d'origine.. Gente alu.. Climatiseur en marche.. Assiste.. Kilometrages 230000.. Vitres electriques et d origine..
Citroen,11 000 TND,,,ZX,1997,400 000 km,Essence,Manuelle,5 CV,5,Non disponible
Citroen,42 000 TND,,,BERLINGO II,2022,177 000 km,Diesel,Manuelle,5 CV,3,"A Vendre : Citroen Berlingo K9 en Excellent Etat !

???? Caracteristiques :

Marque et modele : Citroen Berlingo K9

Moteur : 1.6L Diesel

Transmission : Manuelle

Kilometrage : 177 000 km

Couleur : Blanc

Etat : Tres bon etat, bien entretenue

???? Prix : 42 000 TND (Negociable)
???? Localisation : le kef, Tunisie
???? Contact : (WhatsApp/Appel)

???? Vehicule propre et pret a lusage, ideal pour travail ou famille !"
Citroen,27 800 TND,,,C3,2010,179 000 km,Essence,Manuelle,5 CV,5,"Voiture toute option
. Gent alu
. Pneus neufs
.toit panoramique
. accesoire chrome d origine
.vitre teintee d origine
.Interieur sport neuf
.Moteur VTI ( mini Cooper) sport puissant
.5 chevaux
.179000 km
. entretien mecanique europeenne ( par kilometre)
Tel:"
Citroen,36 000 TND,,,DS3,2015,110 km,Essence,Manuelle,5 CV,3,Une belle ds3 etat tres propre a lorigine
Citroen,21 000 TND,,,C4,2006,0 km,Essence,Manuelle,6 CV,5,Citroen C4
Citroen,26 000 TND,,,AUTRE,2016,250 000 km,Essence,Manuelle,5 CV,5,Voiture Citroen C Elysee 1 ere main jamais fait accident
Citroen,47 000 TND,,,BERLINGO,2020,170 000 km,Diesel,Manuelle,4 CV,5,K9 recemment importe fin de serie etat neuf
Citroen,30 500 TND,,,C4,2012,300 km,Diesel,Manuelle,5 CV,5,Motorisation excellent etat quelque retouche f tole
Citroen,33 000 TND,,,C3,2017,92 000 km,Essence,Manuelle,4 CV,5,"C3
4 ch
Essence
90000 km
Tel:"
Citroen,1 TND,,,BERLINGO II,2020,113 000 km,Diesel,Manuelle,5 CV,5,Berlingo K9 etat neuve importee de la france matricule 249 trois place . Aficheur tactile . Retroviseur rabatable . Tt options
Citroen,31 000 TND,,,C3,2011,150 000 km,Essence,Manuelle,5 CV,5,Non disponible
Citroen,25 000 000 TND,,,C4,2007,370 000 km,Diesel,Manuelle,6 CV,5,"A vendre citroen C4 hdi annee 2007, importee."
Citroen,19 TND,,,C4,2009,241 km,Diesel,Manuelle,6 CV,5,Voiture C4 neuf en bonne etat toute option contacter
Citroen,27 500 TND,,,C5,2010,178 000 km,Essence,Automatique,9 CV,5,"Citroen C5 essence modele 2010
9cv
Antibrouillard
Detecteur de pluie
Detecteur de lumiere
Jantes aluminium 18
Retroviseurs electrique
Limiteur de vitesse
Regulateur de vitesse
Radar de recul avant et arriere
8 airbags
Bluetooth USB AUX CD
4 vitres electriques
Peinture d'origine
Interieur tres propre en cuir
Boite a gants refrigere
Direction assistee
Volant multifonction abs climatisation bi zone. frein a main electrique. bouton mode sport suspension amortisseur hydraulique ..."
Citroen,40 000 TND,,,C5,2012,310 000 km,Diesel,Manuelle,6 CV,5,Non disponible
Citroen,33 000 TND,,,DS3,2014,119 000 km,Essence,Manuelle,5 CV,3,"Citroen ds3
119 000 km
Annee 2014
Tel"
Citroen,1 111 111 TND,,,C5 II,2010,99 999 999 km,Essence,Automatique,9 CV,5,"Citroen C5 essence boite automatique moteur atmospherique compatible a gaz modele 2010
boite automatique
9cv
Antibrouillard
Detecteur de pluie
Detecteur de lumiere
Jantes aluminium 17
Retroviseurs electrique
Limiteur de vitesse
Regulateur de vitesse
Radar de recul avant et arriere
8 airbags
Bluetooth USB AUX CD
4 vitres electriques
Peinture d'origine
Interieur tres propre en cuir
Boite a gants refrigere
Direction assistee
Volant multifonction abs climatisation bi zone. bouto..."
Citroen,42 700 TND,,,BERLINGO,2016,203 km,Diesel,Manuelle,5 CV,3,Non disponible
Citroen,23 TND,,,BERLINGO,2010,0 km,Diesel,Manuelle,6 CV,5,Vendre
Citroen,21 000 TND,,,C4,2006,0 km,Essence,Manuelle,6 CV,5,Citroen c4 game exclusif
Citroen,57 000 TND,,,BERLINGO,2016,215 000 km,Diesel,Manuelle,10 CV,5,"B9, HDI, 5 Places"
Citroen,30 000 TND,,,C4,2012,193 000 km,Essence,Manuelle,6 CV,5,"A vendre : Citroen C4 essence, 6 chevaux, annee 2012, avec 193 000 km au compteur.

Caracteristiques :

Toutes options,
Peinture d'origine,
Climatisation et chauffage fonctionnels,
Volant multifonctions,
Jantes en aluminium,
Vitres electriques (x4),
Radar et camera de recul,
Ecran Android,
Feux LED.

Voiture en excellent etat.

Disponible a Nabeul.
???? Contact : 20 365 272"
Citroen,1 233 TND,,,BERLINGO,2021,120 000 km,Diesel,Manuelle,6 CV,5,"CITROEN BERLINGO BLUE_HDI 5 PLACES Fin serie
TEL 53 850 850 / 94 157 778
 Annee 072020
 Kilometrage 120 000 KM
 Puissance : 6 CV Diesel
 Boite Manuelle 5 rapports
Aide au Demarrage En Cote
Antibrouillards
Radar de recul
Detecteur de luminosite
Detecteur de pluie
Fermeture centralisee
Feux De Jour LED
Vitres Surteinte
Peinture metallisee
Retroviseurs electriques Rabattables
Vitres teintees
Bluetooth
Boite a gants refrigeree
Climatisation
Connectivite Aux, usb, iPod
Direction ..."
Citroen,27 TND,,,C1,2014,65 km,Essence,Manuelle,4 CV,5,"????Tel:

A vendre Citroen C1 tres propre

Kilometrage 65.000 km reel certifie
Peinture dorigine
Les vitres dorigine
Climatise 
Chauffage
Assiste
2 Airbag
Double cle Dorigine
Fermeture central
Batterie neuf

????Tel:"
Citroen,24 000 TND,,,NEMO,2017,175 000 km,Diesel,Manuelle,5 CV,5,Belle Citroen nemo a vendre
Citroen,27 500 TND,,,C3 II,2013,146 000 km,Essence,Manuelle,5 CV,5,"Av Citroen C3 modele 2013 moteur 4 cylindre 5 CH Essence machyia 146 000 KLM toute option climatiseur en marche, Double de cle Peinture d'origine Prix legerement negociable tel"
Fiat,Prix non specifie,,,PUNTO EVO,2013,184 000 km,Essence,Manuelle,4 CV,,"A vendre???? Fiat grandi Evo essence tres propres et tts options:
Annee: 2013
Kilometrage: 184 000 klm
Motorisation: 4 chv ????
Climatiseur Climatronique 
Doubles direction (city)
Vitres electriques
Doubles cles ????????
Airbag, frein abs, fermeture a distance et d&#039;autres options...
????Pour tous les renseignements appelez le ????"
Fiat,Prix non specifie,,,PALIO WEEKEND,2007,170 000 km,Essence,Manuelle,,,"Palio 2
Voiture premier main
Faible KLM 170
Quatre roues
Tous les vitres origines
Entretien recemment fait avec kit chaine
Voiture bien entretenue numero"
Fiat,Prix non specifie,,,PUNTO,,N/A,Essence,Manuelle,5 CV,5,"Voiture tres propre en tres bon etat essence 5cv moteur impeccable jamais accidente toutes options
Direction assistee
Vitres electriques
Climatiseur
Abs
Fermeture centralisee
Airbags
Karhba nthifa barcha mta3 ksiba tel"
Fiat,13 500 TND,,,PUNTO,2016,150 000 km,GPL,Manuelle,4 CV,4,Fiat Punto a sfax a vendre prix 13500 negociable
Fiat,13 000 TND,,,PUNTO,1996,0 km,Essence,Manuelle,4 CV,4,A vendre fiat Punto 4 porte tel 22 .765.099
Fiat,Prix non specifie  Echange possible,,,500,2017,150 000 km,Essence,Manuelle,4 CV,,"Fiat 500
1ere main
Modele : 2017
Kilometrage : 150.000
Puissance fiscale : 4 ch
Energie : essence
toit panoramique
Full option
Possibilite echange
Tel:"
Fiat,37 000 TND,,,PANDA,2022,130 000 km,Essence,Manuelle,4 CV,5,"panda city cross
toute options
modele 2022
130.000 km
essence
4 chevaux
climatiseur en marche"
Fiat,31 000 TND,,,FIORINO,2022,190 000 km,Diesel,Manuelle,5 CV,3,"A vendre Fiat Fiorino 1ere main 5ch Diesel 190mkm 2022 27 061 717 double cle climatisation en marche voiture zero masrouf , prix 31.000mdt negociable disponible a Tunis Menzah 9"
Fiat,23 000 TND,,,GRANDE PUNTO,2009,310 000 km,Essence,Manuelle,5 CV,5,Fiat grande Punto tres bon etat 1ere main parachoks renoves
Fiat,24 000 TND  Echange possible,,,DOBLO,2016,500 000 km,Diesel,Manuelle,5 CV,2,"Nthifa barcha premier main
0 masrouf"
Fiat,19 000 TND,,,AUTRE,2015,270 km,Essence,Manuelle,5 CV,4,"Bon etat climatise
Moteur origine
Entretien regulier"
Fiat,Prix non specifie,,,PUNTO,1998,297 000 km,Essence,Manuelle,4 CV,5,"fiat punto
4 chv essence
Modele 1998
double cle ????
machya 297 klm
"
Fiat,10 500 TND,,,PUNTO,2003,N/A,Essence,Manuelle,,5,   
Fiat,19 000 TND,,,AUTRE,2000,270 km,Essence,Manuelle,5 CV,4,"Bon etat ,climatise ,moteur origine"
Fiat,1 TND,,,500,2012,1 km,Essence,Manuelle,4 CV,2,"toute option
vitre electrique
clim
fermeture centrale"
Fiat,9 800 TND,,,TIPO,2000,300 000 km,Essence,Manuelle,4 CV,5,Voiture en bonne etat
Fiat,24 000 TND,,,GRANDE PUNTO,2010,291 km,Essence,Manuelle,5 CV,5,Une belle voiture en couleur bleu toute option avec un prix interessant et negociable
Fiat,24 000 TND,,,GRANDE PUNTO,2010,291 000 km,Essence,Manuelle,5 CV,5,Une belle voiture en bon etat couleur bleu toute option avec un prix interessant
Fiat,28 TND,,,500,2012,200 000 km,Essence,Manuelle,5 CV,5,Non disponible
Fiat,12 000 TND,,,PUNTO,2003,290 000 km,Essence,Manuelle,5 CV,5,12000
Fiat,25 500 TND,,,PANDA,2012,180 km,Essence,Manuelle,4 CV,5,Fiat Panda 4cv 4 cylindres Model 2012 km180 Moteur puissant en tres bonne etat Tola ndifa jamais touche Awrakha khalsa kol chay d'origine Prix 25500negociable tel
Fiat,33 000 TND,,,FREEMONT,2012,228 000 km,Diesel,Manuelle,8 CV,5,Voiture ex RS importe de France serie 212 .7 places.Suv .toutes options.entretien a jour ( vidange.courroie distribution.pompe a eau.4 amortisseurs Monroe neuf.4 pneus neufs...)
Fiat,Prix non specifie,,,500,2020,1 km,Diesel,Manuelle,6 CV,3,Vendre voiture fiat 500
Fiat,10 500 TND,,,PALIO WEEKEND,2000,270 000 km,Essence,Manuelle,4 CV,5,"A vendre fiat palio 1 moteur barsilien mazelett ki badaltelha kitt embrayage pompe a eau mettre cylendre patanette avant train deux optique neuf vidange 3andou echhar matakelech zittt numero d'origine em4alfa 3and tapisserie souss emna7i kol 3and tolier
Ligne echappement ejdida
Taleb 11000
Numero"
Fiat,53 000 TND,,,500,2021,37 000 km,Essence,Automatique,4 CV,3,"Etat Neuf , Faible consommation dessence"
Fiat,2 TND,,,UNO,1991,0 km,Essence,Manuelle,5 CV,5,Non disponible
Fiat,32 000 TND,,,FIORINO,2018,150 000 km,Diesel,Manuelle,5 CV,3,Karhba ndhifa barcha makhedmetch commercial jemla ya3ni mahazetch rzan belkol kolchay feha d'origine tres bien entretenu li bch yekhoha rba7ha
Fiat,16 300 TND,,,AUTRE,2004,290 000 km,Essence,Manuelle,6 CV,5,"Fiat siena mawjouda f siliana 
5 chevaux essence
290 000 km
Annee 2004
Assistee
2 vitres avant electriques
Climatiseur
Fermeture centrale
Voiture en tres bonne etat
Moteur fire 16V
4 pneus neufs
2 cles dorigine
Papier en regle 2026
0 masrouf
Contact uniquement par tlphn 22 199 383
Merci"
Fiat,12 000 TND,,,PALIO WEEKEND,2000,270 000 km,Essence,Manuelle,4 CV,5,Non disponible
Fiat,29 000 TND,,,GRANDE PUNTO,2016,131 600 km,Essence,Manuelle,4 CV,5,1 main 
Fiat,29 000 TND,,,GRANDE PUNTO,2016,131 500 km,Essence,Manuelle,4 CV,5,Non disponible
Fiat,34 000 TND,,,DOBLO,2020,182 000 km,Diesel,Manuelle,5 CV,3,Non disponible
Fiat,29 000 TND,,,GRANDE PUNTO,2016,131 440 km,Essence,Manuelle,4 CV,3,Non disponible
Fiat,1 111 111 TND,,,PALIO WEEKEND,2000,198 000 km,Essence,Manuelle,5 CV,5,Non disponible
Fiat,18 000 TND,,,DOBLO CARGO,2013,400 km,Diesel,Manuelle,5 CV,3,Moteur changer Mai 2024
Fiat,31 000 TND,,,FIORINO,2019,89 000 km,Diesel,Manuelle,5 CV,3,Non disponible
Fiat,5 TND,,,GRANDE PUNTO,2008,212 000 km,Essence,Manuelle,5 CV,5,Non disponible
Fiat,30 000 TND,,,500,2012,202 km,Essence,Manuelle,4 CV,3,Tres bonne occasion a ne pas rater
